1,1,1,1,1
"1.013755634","0.983556535","1.017386516","0.998557501","0.992829205"
"1.034824564","0.984065096","1.022578869","0.987912853","0.973250011"
"1.029667929","0.970164435","1.040044056","0.972443295","0.98520883"
"1.044253048","0.964570266","1.065061758","0.951402706","0.991514184"
"1.043783007","0.949652483","1.075997168","0.924840828","0.98719822"
"1.069690602","0.954653331","1.088978051","0.915240748","0.98453446"
"1.09432632","0.955161892","1.09401306","0.904795066","0.981117655"
"1.095667321","0.943719274","1.116119896","0.883853959","0.969585937"
"1.1210634","0.932361417","1.124616474","0.87758655","0.966135413"
"1.14442724","0.902441092","1.141058925","0.859132511","0.982219125"
"1.14160699","0.895914562","1.173157108","0.84281735","0.993424898"
"1.145616169","0.885997627","1.194162536","0.837793474","0.965472283"
"1.187684906","0.882946262","1.2122571","0.833316753","0.950658634"
"1.197818453","0.884471944","1.229250256","0.819389176","0.95979634"
"1.208574115","0.868198","1.241208402","0.811977716","0.948365778"
"1.220048663","0.850822173","1.290221068","0.7951154","0.942746032"
"1.225495618","0.841430751","1.321689875","0.794269797","0.950062941"
"1.230845799","0.830912019","1.337030918","0.789395145","0.942678596"
"1.226739846","0.82623326","1.347887656","0.791484282","0.936081014"
"1.235311195","0.792583489","1.367398316","0.790489455","0.916704132"
"1.25610363","0.785065265","1.370466525","0.788201353","0.91188239"
"1.259877789","0.790506866","1.362914011","0.785167131","0.916434384"
"1.289476595","0.772495338","1.399732515","0.781884202","0.914793418"
"1.299748389","0.756628242","1.42215404","0.773129725","0.907510228"
"1.280269306","0.755509408","1.428526473","0.768205332","0.889234815"
"1.286131003","0.736472283","1.449059869","0.75960008","0.896259497"
"1.284223187","0.747457196","1.422704744","0.7396538","0.894742166"
"1.298117068","0.733751483","1.417355047","0.739703542","0.899327878"
"1.324204385","0.725038142","1.445519629","0.741345006","0.889021265"
"1.321785053","0.722190202","1.441350012","0.722343812","0.880580407"
"1.307186109","0.713205628","1.450947998","0.714633904","0.89266286"
"1.312370393","0.711773182","1.470301314","0.701651413","0.887537652"
"1.309785163","0.707874216","1.501455432","0.680959013","0.885402149"
"1.322255094","0.701059502","1.513728267","0.669468762","0.887245426"
"1.308637708","0.692422444","1.514751003","0.659719459","0.901587016"
